START_DATE,END_DATE,CATEGORY,START,Latitude,Longitude,STOP,Latitude,Longitude,MILES,PURPOSE,SALARY
12/21/16 17:45,12/21/16 17:54,Business,Islamabad,33.6844202,73.0478848,Islamabad,33.6844202,73.0478848,2.1,Meeting,$4.52 
12/22/16 21:41,12/22/16 21:53,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,2.1,Meal/Entertain,$4.52 
12/22/16 23:27,12/22/16 23:32,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,2.1,Customer Visit,$4.52 
12/23/16 9:21,12/23/16 9:41,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,3,Meeting,$6.45 
12/24/16 10:34,12/24/16 10:53,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,5.3,Meal/Entertain,$11.40 
12/24/16 12:51,12/24/16 12:53,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,1.6,Errand/Supplies,$3.44 
12/24/16 13:08,12/24/16 13:29,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,3.6,Errand/Supplies,$7.74 
12/24/16 17:12,12/24/16 17:27,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,1.7,Errand/Supplies,$3.66 
12/24/16 19:12,12/24/16 19:27,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,2.9,Meal/Entertain,$6.24 
12/24/16 22:04,12/24/16 22:09,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,0.6,Errand/Supplies,$1.29 
12/25/16 0:10,12/25/16 0:14,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,0.6,Errand/Supplies,$1.29 
12/25/16 19:15,12/25/16 19:26,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,2.3,Meal/Entertain,$4.95 
12/25/16 21:58,12/25/16 22:04,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,2.3,Meal/Entertain,$4.95 
12/26/16 8:30,12/26/16 8:41,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,3.2,Meal/Entertain,$6.88 
12/26/16 9:05,12/26/16 9:19,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,6.2,Customer Visit,$13.33 
12/26/16 10:15,12/26/16 10:36,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,7.7,Customer Visit,$16.56 
12/26/16 11:29,12/26/16 11:42,Business,Lahore,31.5203696,74.3587473,Lahore,31.5203696,74.3587473,3.8,Customer Visit,$8.17 
12/27/16 7:02,12/27/16 7:14,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,4.9,Temporary Site,$10.54 
12/27/16 8:37,12/27/16 8:59,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,5,Meal/Entertain,$10.75 
12/27/16 12:53,12/27/16 12:57,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,0.6,Meal/Entertain,$1.29 
12/27/16 19:19,12/27/16 19:50,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,5.5,Customer Visit,$11.83 
12/28/16 13:53,12/28/16 14:01,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,2,Errand/Supplies,$4.30 
12/28/16 18:33,12/28/16 18:56,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,3.8,Errand/Supplies,$8.17 
12/28/16 22:44,12/28/16 23:18,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,5.1,Errand/Supplies,$10.97 
12/29/16 0:49,12/29/16 1:06,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,3.8,Errand/Supplies,$8.17 
12/29/16 12:25,12/29/16 12:33,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,1.4,Errand/Supplies,$3.01 
12/29/16 13:17,12/29/16 13:24,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,1.1,Errand/Supplies,$2.37 
12/29/16 13:56,12/29/16 14:11,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,4.1,Airport/Travel,$8.82 
12/29/16 14:42,12/29/16 14:58,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,6.1,Between Offices,$13.12 
12/29/16 15:05,12/29/16 15:16,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,1.3,Errand/Supplies,$2.80 
12/29/16 20:15,12/29/16 20:45,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,7.2,Meeting,$15.48 
12/30/16 10:15,12/30/16 10:33,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,2.8,Errand/Supplies,$6.02 
12/30/16 11:31,12/30/16 11:56,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,2.9,Errand/Supplies,$6.24 
12/30/16 15:41,12/30/16 16:03,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,4.6,Errand/Supplies,$9.89 
12/30/16 16:45,12/30/16 17:08,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,4.6,Meeting,$9.89 
12/30/16 23:06,12/30/16 23:10,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,0.8,Customer Visit,$1.72 
12/31/16 1:07,12/31/16 1:14,Business,Karchi,24.8607343,67.0011364,Karchi,24.8607343,67.0011364,0.7,Meeting,$1.51 
12/31/16 21:32,12/31/16 21:50,Business,Katunayake,7.1724849,79.8853484,Gampaha,7.0840484,80.0098314,6.4,Temporary Site,$13.76 
12/31/16 22:08,12/31/16 23:51,Business,Gampaha,7.0840484,80.0098314,Ilukwatta,7.2595221,80.545234,48.2,Temporary Site,$103.63 
